fecha,CW(L/dia)
2017-08-18,0.0
2017-09-19,0.17759999999999854
2017-03-28,0.0
2017-01-21,0.0
2017-03-21,0.006399999999999977
2017-06-22,0.22239999999999782
2016-07-03,0.0
2017-09-27,0.0
2016-11-23,0.016
2016-06-21,0.0016000000000021828
2017-08-07,0.0
2017-05-20,0.0
2016-11-29,0.0
2017-07-16,0.0
2016-07-01,0.0
2016-08-19,0.0
2017-08-25,0.22880000000000109
2017-05-08,0.072
2017-08-09,0.0
2017-01-29,0.0
2017-05-14,0.0
2017-07-18,0.0
2017-01-03,0.0
2016-09-12,0.11520000000000005
2017-09-25,0.0
2016-09-22,0.0
2016-12-20,0.0592
2016-12-15,0.0048000000000000004
2017-02-12,0.0
2016-10-27,0.0
2016-08-14,0.0
2017-03-31,0.0
2017-03-09,0.0
2017-09-05,0.0
2016-06-02,0.062400000000000545
2017-10-09,0.0
2017-05-04,0.0
2017-01-12,0.0
2017-07-12,0.0
2016-12-05,0.016
2017-05-21,0.0
2016-11-19,0.030400000000000007
2016-08-10,0.0
2017-03-05,0.0
2017-06-21,0.12319999999999709
2016-11-17,0.0
2017-04-19,0.017600000000000022
2016-11-03,0.0
2017-02-02,0.004799999999999273
2016-11-10,0.0
2016-07-06,0.016
2016-12-07,0.0
2017-06-07,0.032
2017-03-12,0.0
2016-12-08,0.07839999999999998
2017-03-15,0.0
2016-12-28,0.0
2017-04-20,0.016
2017-09-26,0.0
2016-09-16,0.0
2016-09-05,0.0
2017-04-22,0.0
2017-03-02,0.0
2016-11-13,0.0
2017-03-20,0.14560000000000015
2017-02-03,0.10880000000000019
2017-02-25,0.0
2017-03-16,0.006399999999999977
2017-03-01,0.0
2017-05-15,0.0
2016-10-30,0.11520000000000073
2016-08-13,0.0
2016-11-09,0.0
2017-08-31,0.0
2016-08-16,0.0
2017-04-26,0.0
2016-06-16,0.0
2017-06-14,0.17439999999999964
2016-08-26,0.024
2016-05-31,0.3088000000000002
2016-12-04,0.072
2016-06-05,0.2975999999999949
2016-11-06,0.0016000000000000014
2016-09-24,0.0
2017-09-15,0.0
2017-05-22,0.0
2017-09-17,0.0
2017-09-02,0.03680000000000109
2017-08-15,0.0
2017-03-24,0.12480000000000006
2017-01-13,0.0
2017-04-23,0.0
2017-09-07,0.07039999999999963
2017-04-30,0.0
2017-03-30,0.0
2016-07-08,0.12319999999999982
2016-11-25,0.06079999999999995
2017-02-07,0.0
2017-02-23,0.0015999999999994543
2016-06-09,0.0
2016-09-11,0.184
2017-08-02,0.0
2017-03-19,0.006399999999999863
2017-01-10,0.0
2016-12-29,0.022400000000000007
2016-05-29,0.0
2017-07-31,0.0
2017-05-01,0.0
2017-02-10,0.0
2017-09-08,0.0
2016-07-18,0.022399999999997817
2017-08-06,0.0
2017-10-10,0.017599999999998544
2016-08-15,0.0
2016-09-07,0.001599999999999909
2017-09-04,0.12160000000000036
2017-02-26,0.0
2017-02-15,0.0
2017-08-28,0.25760000000000216
2017-01-31,0.16639999999999963
2016-10-06,0.0
2017-07-28,0.0
2017-08-30,0.0
2016-09-18,0.0
2017-04-27,0.0
2017-05-10,0.136
2017-07-17,0.0
2017-01-26,0.012799999999999272
2017-10-11,0.059200000000000724
2016-07-12,0.13279999999999928
2017-09-22,0.0
2016-07-21,0.0
2017-06-13,0.34720000000000073
2017-07-01,0.0
2016-07-24,0.017599999999998544
2017-04-09,0.0
2016-08-29,0.11520000000000005
2017-05-17,0.0
2017-02-22,0.019199999999999818
2017-07-27,0.0
2017-06-25,0.027200000000000727
2017-07-24,0.0
2016-07-19,0.0
2017-04-02,0.0
2016-09-26,0.0
2016-06-06,0.37280000000000657
2016-08-28,0.049600000000000026
2017-06-10,0.0
2016-06-07,0.0
2016-09-10,0.0
2016-08-31,0.0
2016-06-11,0.0
2016-06-22,0.0
2017-01-04,0.0
2017-09-13,0.15519999999999892
2017-03-11,0.0
2017-01-08,0.0
2017-05-03,0.0
2017-04-24,0.0
2016-12-22,0.0
2017-03-29,0.030399999999999865
2017-04-08,0.0016000000000001365
2017-05-23,0.0
2016-08-25,0.12479999999999995
2017-05-02,0.1264
2016-07-13,0.0
2017-04-12,0.0
2017-09-20,0.07040000000000146
2016-11-30,0.004800000000000068
2016-11-02,0.0
2016-12-18,0.049600000000000005
2017-03-03,0.049600000000000026
2016-11-24,0.07040000000000003
2017-10-08,0.08640000000000146
2017-07-23,0.0
2016-11-28,0.0
2017-08-17,0.0
2017-04-07,0.0
2017-01-06,0.0
2017-07-29,0.0
2017-10-06,0.10239999999999781
2016-08-22,0.0
2017-01-07,0.0
2016-09-25,0.0
2016-07-20,0.12640000000000146
2017-07-22,0.0
2016-10-23,0.088
2017-08-27,0.24959999999999855
2017-04-18,0.009599999999999994
2016-09-13,0.0
2017-02-27,0.0032000000000007274
2017-03-13,0.0
2017-01-05,0.0
2017-02-21,0.0
2016-07-05,0.28480000000000016
2017-02-08,0.0
2016-12-12,0.0
2016-12-11,0.0
2017-04-10,0.0
2017-02-17,0.0
2017-04-03,0.0
2016-08-21,0.0
2017-09-09,0.0
2016-09-06,0.0
2016-10-22,0.34239999999999965
2016-09-17,0.0
2017-03-18,0.0
2017-01-11,0.0
2017-01-28,0.0
2016-09-02,0.0
2017-01-19,0.0
2016-08-27,0.08320000000000005
2016-06-08,0.0
2016-12-01,0.0
2016-11-12,0.0
2017-02-19,0.0
2017-01-18,0.0
2017-08-14,0.0
2016-11-26,0.062400000000000094
2016-11-05,0.0256
2016-09-14,0.15039999999999987
2016-12-06,0.0
2016-07-16,0.0016000000000021828
2017-04-05,0.008
2017-04-01,0.0
2017-03-10,0.0
2016-07-07,0.0
2017-03-23,0.0
2017-02-18,0.011200000000000727
2016-11-04,0.0
2017-09-30,0.0
2017-05-16,0.0
2017-04-28,0.0
2017-05-09,0.12320000000000005
2017-08-16,0.0
2017-01-27,0.0
2017-01-14,0.0
2017-08-04,0.0
2017-03-25,0.17280000000000006
2017-09-14,0.2368000000000011
2017-05-18,0.0
2017-08-08,0.0
